Attribute,Description,Value,Meaning
KBA13_HERST_BMW_BENZ,share of BMW & Mercedes Benz within the PLZ8,2,low
KBA13_HERST_BMW_BENZ,share of BMW & Mercedes Benz within the PLZ8,3,average
KBA13_HERST_BMW_BENZ,share of BMW & Mercedes Benz within the PLZ8,4,high
KBA13_HERST_BMW_BENZ,share of BMW & Mercedes Benz within the PLZ8,5,very high
KBA13_HERST_EUROPA,share of European cars within the PLZ8,-1,unknown
KBA13_HERST_EUROPA,share of European cars within the PLZ8,0,none
KBA13_HERST_EUROPA,share of European cars within the PLZ8,1,very low
KBA13_HERST_EUROPA,share of European cars within the PLZ8,2,low
KBA13_HERST_EUROPA,share of European cars within the PLZ8,3,average
KBA13_HERST_EUROPA,share of European cars within the PLZ8,4,high
KBA13_HERST_EUROPA,share of European cars within the PLZ8,5,very high
KBA13_HERST_FORD_OPEL,share of Ford & Opel/Vauxhall within the PLZ8,-1,unknown
KBA13_HERST_FORD_OPEL,share of Ford & Opel/Vauxhall within the PLZ8,0,none
KBA13_HERST_FORD_OPEL,share of Ford & Opel/Vauxhall within the PLZ8,1,very low
KBA13_HERST_FORD_OPEL,share of Ford & Opel/Vauxhall within the PLZ8,2,low
KBA13_HERST_FORD_OPEL,share of Ford & Opel/Vauxhall within the PLZ8,3,average
KBA13_HERST_FORD_OPEL,share of Ford & Opel/Vauxhall within the PLZ8,4,high
KBA13_HERST_FORD_OPEL,share of Ford & Opel/Vauxhall within the PLZ8,5,very high
KBA13_HERST_SONST,share of other cars within the PLZ8,-1,unknown
KBA13_HERST_SONST,share of other cars within the PLZ8,0,none
KBA13_HERST_SONST,share of other cars within the PLZ8,1,very low
KBA13_HERST_SONST,share of other cars within the PLZ8,2,low
KBA13_HERST_SONST,share of other cars within the PLZ8,3,average
KBA13_HERST_SONST,share of other cars within the PLZ8,4,high
KBA13_HERST_SONST,share of other cars within the PLZ8,5,very high
KBA13_KMH_110,share of cars with max speed 110 km/h within the PLZ8,-1,unknown
KBA13_KMH_110,share of cars with max speed 110 km/h within the PLZ8,0,none
KBA13_KMH_110,share of cars with max speed 110 km/h within the PLZ8,1,very low
KBA13_KMH_110,share of cars with max speed 110 km/h within the PLZ8,2,low
KBA13_KMH_110,share of cars with max speed 110 km/h within the PLZ8,3,average
KBA13_KMH_110,share of cars with max speed 110 km/h within the PLZ8,4,high
KBA13_KMH_110,share of cars with max speed 110 km/h within the PLZ8,5,very high
KBA13_KMH_140,share of cars with max speed between 110 km/h and 140km/h within the PLZ8,-1,unknown
KBA13_KMH_140,share of cars with max speed between 110 km/h and 140km/h within the PLZ8,0,none
KBA13_KMH_140,share of cars with max speed between 110 km/h and 140km/h within the PLZ8,1,very low
KBA13_KMH_140,share of cars with max speed between 110 km/h and 140km/h within the PLZ8,2,low
KBA13_KMH_140,share of cars with max speed between 110 km/h and 140km/h within the PLZ8,3,average
KBA13_KMH_140,share of cars with max speed between 110 km/h and 140km/h within the PLZ8,4,high
KBA13_KMH_140,share of cars with max speed between 110 km/h and 140km/h within the PLZ8,5,very high
KBA13_KMH_180,share of cars with max speed between 110 km/h and 180km/h within the PLZ8,-1,unknown
KBA13_KMH_180,share of cars with max speed between 110 km/h and 180km/h within the PLZ8,0,none
KBA13_KMH_180,share of cars with max speed between 110 km/h and 180km/h within the PLZ8,1,very low
KBA13_KMH_180,share of cars with max speed between 110 km/h and 180km/h within the PLZ8,2,low
KBA13_KMH_180,share of cars with max speed between 110 km/h and 180km/h within the PLZ8,3,average
KBA13_KMH_180,share of cars with max speed between 110 km/h and 180km/h within the PLZ8,4,high
KBA13_KMH_180,share of cars with max speed between 110 km/h and 180km/h within the PLZ8,5,very high
KBA13_KMH_0_140,share of cars with max speed 140 km/h within the PLZ8,-1,unknown
KBA13_KMH_0_140,share of cars with max speed 140 km/h within the PLZ8,0,none
KBA13_KMH_0_140,share of cars with max speed 140 km/h within the PLZ8,1,very low
KBA13_KMH_0_140,share of cars with max speed 140 km/h within the PLZ8,2,low
KBA13_KMH_0_140,share of cars with max speed 140 km/h within the PLZ8,3,average
KBA13_KMH_0_140,share of cars with max speed 140 km/h within the PLZ8,4,high
KBA13_KMH_0_140,share of cars with max speed 140 km/h within the PLZ8,5,very high
KBA13_KMH_140_210,share of cars with max speed between 140 and 210 km/h within the PLZ8,-1,unknown
KBA13_KMH_140_210,share of cars with max speed between 140 and 210 km/h within the PLZ8,0,none
KBA13_KMH_140_210,share of cars with max speed between 140 and 210 km/h within the PLZ8,1,very low
KBA13_KMH_140_210,share of cars with max speed between 140 and 210 km/h within the PLZ8,2,low
KBA13_KMH_140_210,share of cars with max speed between 140 and 210 km/h within the PLZ8,3,average
KBA13_KMH_140_210,share of cars with max speed between 140 and 210 km/h within the PLZ8,4,high
KBA13_KMH_140_210,share of cars with max speed between 140 and 210 km/h within the PLZ8,5,very high
KBA13_KMH_211,share of cars with a greater max speed than 210 km/h within the PLZ8,-1,unknown
KBA13_KMH_211,share of cars with a greater max speed than 210 km/h within the PLZ8,0,none
KBA13_KMH_211,share of cars with a greater max speed than 210 km/h within the PLZ8,1,very low
KBA13_KMH_211,share of cars with a greater max speed than 210 km/h within the PLZ8,2,low
KBA13_KMH_211,share of cars with a greater max speed than 210 km/h within the PLZ8,3,average
KBA13_KMH_211,share of cars with a greater max speed than 210 km/h within the PLZ8,4,high
KBA13_KMH_211,share of cars with a greater max speed than 210 km/h within the PLZ8,5,very high
KBA13_KMH_250,share of cars with max speed between 210 and 250 km/h within the PLZ8,-1,unknown
KBA13_KMH_250,share of cars with max speed between 210 and 250 km/h within the PLZ8,0,none
KBA13_KMH_250,share of cars with max speed between 210 and 250 km/h within the PLZ8,1,very low
KBA13_KMH_250,share of cars with max speed between 210 and 250 km/h within the PLZ8,2,low
KBA13_KMH_250,share of cars with max speed between 210 and 250 km/h within the PLZ8,3,average
KBA13_KMH_250,share of cars with max speed between 210 and 250 km/h within the PLZ8,4,high
KBA13_KMH_250,share of cars with max speed between 210 and 250 km/h within the PLZ8,5,very high
KBA13_KMH_251,share of cars with a greater max speed than 250 km/h within the PLZ8,-1,unknown
KBA13_KMH_251,share of cars with a greater max speed than 250 km/h within the PLZ8,0,none
KBA13_KMH_251,share of cars with a greater max speed than 250 km/h within the PLZ8,1,very low
KBA13_KMH_251,share of cars with a greater max speed than 250 km/h within the PLZ8,2,low
KBA13_KMH_251,share of cars with a greater max speed than 250 km/h within the PLZ8,3,average
KBA13_KMH_251,share of cars with a greater max speed than 250 km/h within the PLZ8,4,high
KBA13_KMH_251,share of cars with a greater max speed than 250 km/h within the PLZ8,5,very high
KBA13_KRSAQUOT,share of cars per household (referred to the county average) - PLZ8,-1,unknown
KBA13_KRSAQUOT,share of cars per household (referred to the county average) - PLZ8,0,none
KBA13_KRSAQUOT,share of cars per household (referred to the county average) - PLZ8,1,very low
KBA13_KRSAQUOT,share of cars per household (referred to the county average) - PLZ8,2,low
KBA13_KRSAQUOT,share of cars per household (referred to the county average) - PLZ8,3,average
KBA13_KRSAQUOT,share of cars per household (referred to the county average) - PLZ8,4,high
KBA13_KRSAQUOT,share of cars per household (referred to the county average) - PLZ8,5,very high
KBA13_KRSHERST_AUDI_VW,share of Volkswagen (referred to the county average) - PLZ8,-1,unknown
KBA13_KRSHERST_AUDI_VW,share of Volkswagen (referred to the county average) - PLZ8,0,none
KBA13_KRSHERST_AUDI_VW,share of Volkswagen (referred to the county average) - PLZ8,1,very low
KBA13_KRSHERST_AUDI_VW,share of Volkswagen (referred to the county average) - PLZ8,2,low
KBA13_KRSHERST_AUDI_VW,share of Volkswagen (referred to the county average) - PLZ8,3,average
KBA13_KRSHERST_AUDI_VW,share of Volkswagen (referred to the county average) - PLZ8,4,high
KBA13_KRSHERST_AUDI_VW,share of Volkswagen (referred to the county average) - PLZ8,5,very high
KBA13_KRSHERST_BMW_BENZ,share of BMW/Mercedes Benz (referred to the county average) - PLZ8,-1,unknown
KBA13_KRSHERST_BMW_BENZ,share of BMW/Mercedes Benz (referred to the county average) - PLZ8,0,none
KBA13_KRSHERST_BMW_BENZ,share of BMW/Mercedes Benz (referred to the county average) - PLZ8,1,very low
KBA13_KRSHERST_BMW_BENZ,share of BMW/Mercedes Benz (referred to the county average) - PLZ8,2,low
KBA13_KRSHERST_BMW_BENZ,share of BMW/Mercedes Benz (referred to the county average) - PLZ8,3,average
KBA13_KRSHERST_BMW_BENZ,share of BMW/Mercedes Benz (referred to the county average) - PLZ8,4,high
KBA13_KRSHERST_BMW_BENZ,share of BMW/Mercedes Benz (referred to the county average) - PLZ8,5,very high
KBA13_KRSHERST_FORD_OPEL,share of FORD/Opel (referred to the county average) - PLZ8,-1,unknown
KBA13_KRSHERST_FORD_OPEL,share of FORD/Opel (referred to the county average) - PLZ8,0,none
KBA13_KRSHERST_FORD_OPEL,share of FORD/Opel (referred to the county average) - PLZ8,1,very low
KBA13_KRSHERST_FORD_OPEL,share of FORD/Opel (referred to the county average) - PLZ8,2,low
KBA13_KRSHERST_FORD_OPEL,share of FORD/Opel (referred to the county average) - PLZ8,3,average
KBA13_KRSHERST_FORD_OPEL,share of FORD/Opel (referred to the county average) - PLZ8,4,high
KBA13_KRSHERST_FORD_OPEL,share of FORD/Opel (referred to the county average) - PLZ8,5,very high
KBA13_KRSSEG_KLEIN,share of small cars (referred to the county average) - PLZ8,-1,unknown
KBA13_KRSSEG_KLEIN,share of small cars (referred to the county average) - PLZ8,0,none
KBA13_KRSSEG_KLEIN,share of small cars (referred to the county average) - PLZ8,1,low
KBA13_KRSSEG_KLEIN,share of small cars (referred to the county average) - PLZ8,2,average
KBA13_KRSSEG_KLEIN,share of small cars (referred to the county average) - PLZ8,3,high
KBA13_KRSSEG_OBER,share of upper class cars (referred to the county average) - PLZ8,-1,unknown
KBA13_KRSSEG_OBER,share of upper class cars (referred to the county average) - PLZ8,0,none
KBA13_KRSSEG_OBER,share of upper class cars (referred to the county average) - PLZ8,1,low
KBA13_KRSSEG_OBER,share of upper class cars (referred to the county average) - PLZ8,2,average
KBA13_KRSSEG_OBER,share of upper class cars (referred to the county average) - PLZ8,3,high
KBA13_KRSSEG_VAN,share of vans (referred to the county average) - PLZ8,-1,unknown
KBA13_KRSSEG_VAN,share of vans (referred to the county average) - PLZ8,0,none
KBA13_KRSSEG_VAN,share of vans (referred to the county average) - PLZ8,1,low
KBA13_KRSSEG_VAN,share of vans (referred to the county average) - PLZ8,2,average
KBA13_KRSSEG_VAN,share of vans (referred to the county average) - PLZ8,3,high
KBA13_KRSZUL_NEU,share of newbuilt cars (referred to the county average) - PLZ8,-1,unknown
KBA13_KRSZUL_NEU,share of newbuilt cars (referred to the county average) - PLZ8,0,none
KBA13_KRSZUL_NEU,share of newbuilt cars (referred to the county average) - PLZ8,1,low
KBA13_KRSZUL_NEU,share of newbuilt cars (referred to the county average) - PLZ8,2,average
KBA13_KRSZUL_NEU,share of newbuilt cars (referred to the county average) - PLZ8,3,high
KBA13_KW_30,share of cars up to 30 KW engine power - PLZ8,-1,unknown
KBA13_KW_30,share of cars up to 30 KW engine power - PLZ8,0,none
KBA13_KW_30,share of cars up to 30 KW engine power - PLZ8,1,very low
KBA13_KW_30,share of cars up to 30 KW engine power - PLZ8,2,low
KBA13_KW_30,share of cars up to 30 KW engine power - PLZ8,3,average
KBA13_KW_30,share of cars up to 30 KW engine power - PLZ8,4,high
KBA13_KW_30,share of cars up to 30 KW engine power - PLZ8,5,very high
KBA13_KW_40,share of cars with an engine power between 31 and 40 KW - PLZ8,-1,unknown
KBA13_KW_40,share of cars with an engine power between 31 and 40 KW - PLZ8,0,none
KBA13_KW_40,share of cars with an engine power between 31 and 40 KW - PLZ8,1,very low
KBA13_KW_40,share of cars with an engine power between 31 and 40 KW - PLZ8,2,low
KBA13_KW_40,share of cars with an engine power between 31 and 40 KW - PLZ8,3,average
KBA13_KW_40,share of cars with an engine power between 31 and 40 KW - PLZ8,4,high
KBA13_KW_40,share of cars with an engine power between 31 and 40 KW - PLZ8,5,very high
KBA13_KW_50,share of cars with an engine power between 41 and 50 KW - PLZ8,-1,unknown
KBA13_KW_50,share of cars with an engine power between 41 and 50 KW - PLZ8,0,none
KBA13_KW_50,share of cars with an engine power between 41 and 50 KW - PLZ8,1,very low
KBA13_KW_50,share of cars with an engine power between 41 and 50 KW - PLZ8,2,low
KBA13_KW_50,share of cars with an engine power between 41 and 50 KW - PLZ8,3,average
KBA13_KW_50,share of cars with an engine power between 41 and 50 KW - PLZ8,4,high
KBA13_KW_50,share of cars with an engine power between 41 and 50 KW - PLZ8,5,very high
KBA13_KW_60,share of cars with an engine power between 51 and 60 KW - PLZ8,-1,unknown
KBA13_KW_60,share of cars with an engine power between 51 and 60 KW - PLZ8,0,none
KBA13_KW_60,share of cars with an engine power between 51 and 60 KW - PLZ8,1,very low
KBA13_KW_60,share of cars with an engine power between 51 and 60 KW - PLZ8,2,low
KBA13_KW_60,share of cars with an engine power between 51 and 60 KW - PLZ8,3,average
KBA13_KW_60,share of cars with an engine power between 51 and 60 KW - PLZ8,4,high
KBA13_KW_60,share of cars with an engine power between 51 and 60 KW - PLZ8,5,very high
KBA13_KW_0_60,share of cars up to 60 KW engine power - PLZ8,-1,unknown
KBA13_KW_0_60,share of cars up to 60 KW engine power - PLZ8,0,none
KBA13_KW_0_60,share of cars up to 60 KW engine power - PLZ8,1,very low
KBA13_KW_0_60,share of cars up to 60 KW engine power - PLZ8,2,low
KBA13_KW_0_60,share of cars up to 60 KW engine power - PLZ8,3,average
KBA13_KW_0_60,share of cars up to 60 KW engine power - PLZ8,4,high
KBA13_KW_0_60,share of cars up to 60 KW engine power - PLZ8,5,very high
KBA13_KW_70,share of cars with an engine power between 61 and 70 KW - PLZ8,-1,unknown
KBA13_KW_70,share of cars with an engine power between 61 and 70 KW - PLZ8,0,none
KBA13_KW_70,share of cars with an engine power between 61 and 70 KW - PLZ8,1,very low
KBA13_KW_70,share of cars with an engine power between 61 and 70 KW - PLZ8,2,low
KBA13_KW_70,share of cars with an engine power between 61 and 70 KW - PLZ8,3,average
KBA13_KW_70,share of cars with an engine power between 61 and 70 KW - PLZ8,4,high
KBA13_KW_70,share of cars with an engine power between 61 and 70 KW - PLZ8,5,very high
KBA13_KW_61_120,share of cars with an engine power between 61 and 120 KW - PLZ8,-1,unknown
KBA13_KW_61_120,share of cars with an engine power between 61 and 120 KW - PLZ8,0,none
KBA13_KW_61_120,share of cars with an engine power between 61 and 120 KW - PLZ8,1,very low
KBA13_KW_61_120,share of cars with an engine power between 61 and 120 KW - PLZ8,2,low
KBA13_KW_61_120,share of cars with an engine power between 61 and 120 KW - PLZ8,3,average
KBA13_KW_61_120,share of cars with an engine power between 61 and 120 KW - PLZ8,4,high
KBA13_KW_61_120,share of cars with an engine power between 61 and 120 KW - PLZ8,5,very high
KBA13_KW_80,share of cars with an engine power between 71 and 80 KW - PLZ8,-1,unknown
KBA13_KW_80,share of cars with an engine power between 71 and 80 KW - PLZ8,0,none
KBA13_KW_80,share of cars with an engine power between 71 and 80 KW - PLZ8,1,very low
KBA13_KW_80,share of cars with an engine power between 71 and 80 KW - PLZ8,2,low
KBA13_KW_80,share of cars with an engine power between 71 and 80 KW - PLZ8,3,average
KBA13_KW_80,share of cars with an engine power between 71 and 80 KW - PLZ8,4,high
KBA13_KW_80,share of cars with an engine power between 71 and 80 KW - PLZ8,5,very high
KBA13_KW_90,share of cars with an engine power between 81 and 90 KW - PLZ8,-1,unknown
KBA13_KW_90,share of cars with an engine power between 81 and 90 KW - PLZ8,0,none
KBA13_KW_90,share of cars with an engine power between 81 and 90 KW - PLZ8,1,very low
KBA13_KW_90,share of cars with an engine power between 81 and 90 KW - PLZ8,2,low
KBA13_KW_90,share of cars with an engine power between 81 and 90 KW - PLZ8,3,average
KBA13_KW_90,share of cars with an engine power between 81 and 90 KW - PLZ8,4,high
KBA13_KW_90,share of cars with an engine power between 81 and 90 KW - PLZ8,5,very high
KBA13_KW_110,share of cars with an engine power between 91 and 110 KW - PLZ8,-1,unknown
KBA13_KW_110,share of cars with an engine power between 91 and 110 KW - PLZ8,0,none
KBA13_KW_110,share of cars with an engine power between 91 and 110 KW - PLZ8,1,very low
KBA13_KW_110,share of cars with an engine power between 91 and 110 KW - PLZ8,2,low
KBA13_KW_110,share of cars with an engine power between 91 and 110 KW - PLZ8,3,average
KBA13_KW_110,share of cars with an engine power between 91 and 110 KW - PLZ8,4,high
KBA13_KW_110,share of cars with an engine power between 91 and 110 KW - PLZ8,5,very high
KBA13_KW_120,share of cars with an engine power between 111 and 120 KW - PLZ8,-1,unknown
KBA13_KW_120,share of cars with an engine power between 111 and 120 KW - PLZ8,0,none
KBA13_KW_120,share of cars with an engine power between 111 and 120 KW - PLZ8,1,very low
KBA13_KW_120,share of cars with an engine power between 111 and 120 KW - PLZ8,2,low
KBA13_KW_120,share of cars with an engine power between 111 and 120 KW - PLZ8,3,average
KBA13_KW_120,share of cars with an engine power between 111 and 120 KW - PLZ8,4,high
